code	sse	code	volunit	decimal_point	name	pre_close	sse	sec
399423	sz	399423	100.0	2.0	中关村50	2496.7177734375	sz	index_cn
399427	sz	399427	100.0	2.0	专利领先	2598.294189453125	sz	index_cn
399428	sz	399428	100.0	2.0	国证定增	3207.663818359375	sz	index_cn
399429	sz	399429	100.0	2.0	新丝路	1418.560302734375	sz	index_cn
399431	sz	399431	100.0	2.0	国证银行	6117.71630859375	sz	index_cn
399432	sz	399432	100.0	2.0	智能汽车	5586.04443359375	sz	index_cn
399433	sz	399433	100.0	2.0	国证交运	1754.890869140625	sz	index_cn
399434	sz	399434	100.0	2.0	国证传媒	1893.762451171875	sz	index_cn
399435	sz	399435	100.0	2.0	国证农牧	4458.1708984375	sz	index_cn
399436	sz	399436	100.0	2.0	绿色煤炭	3661.970703125	sz	index_cn
399437	sz	399437	100.0	2.0	证券龙头	5786.41064453125	sz	index_cn
399438	sz	399438	100.0	2.0	绿色电力	1939.326416015625	sz	index_cn
399439	sz	399439	100.0	2.0	国证油气	1700.6680908203125	sz	index_cn
399440	sz	399440	100.0	2.0	国证钢铁	1277.3685302734375	sz	index_cn
399441	sz	399441	100.0	2.0	生物医药	2824.371826171875	sz	index_cn
399481	sz	399481	100.0	2.0	企债指数	126.29869842529297	sz	index_cn
399550	sz	399550	100.0	2.0	央视50	7193.80712890625	sz	index_cn
399551	sz	399551	100.0	2.0	央视创新	8327.96484375	sz	index_cn
399552	sz	399552	100.0	2.0	央视成长	8159.08056640625	sz	index_cn
399553	sz	399553	100.0	2.0	央视回报	7615.21484375	sz	index_cn
399554	sz	399554	100.0	2.0	央视治理	7185.5673828125	sz	index_cn
399555	sz	399555	100.0	2.0	央视责任	4900.6484375	sz	index_cn
399556	sz	399556	100.0	2.0	央视生态	2616.497314453125	sz	index_cn
399557	sz	399557	100.0	2.0	央视文化	1846.7867431640625	sz	index_cn
399602	sz	399602	100.0	2.0	中小成长	1103.9375	sz	index_cn
399604	sz	399604	100.0	2.0	中小价值	1925.92724609375	sz	index_cn
399606	sz	399606	100.0	2.0	创业板R	2410.601318359375	sz	index_cn
399608	sz	399608	100.0	2.0	科技100	3075.172119140625	sz	index_cn
399610	sz	399610	100.0	2.0	TMT50	5993.2841796875	sz	index_cn
399611	sz	399611	100.0	2.0	中创100R	2481.04736328125	sz	index_cn
399612	sz	399612	100.0	2.0	中创100	2177.960693359375	sz	index_cn
399613	sz	399613	100.0	2.0	深证能源	3317.218994140625	sz	index_cn
399614	sz	399614	100.0	2.0	深证材料	3024.094970703125	sz	index_cn
399615	sz	399615	100.0	2.0	深证工业	3452.74462890625	sz	index_cn
399616	sz	399616	100.0	2.0	深证可选	5782.8798828125	sz	index_cn
399617	sz	399617	100.0	2.0	深证消费	13056.890625	sz	index_cn
399618	sz	399618	100.0	2.0	深证医药	10214.7275390625	sz	index_cn
399619	sz	399619	100.0	2.0	深证金融	6061.07177734375	sz	index_cn
399620	sz	399620	100.0	2.0	深证信息	4049.433349609375	sz	index_cn
399621	sz	399621	100.0	2.0	深证电信	3804.59375	sz	index_cn
399622	sz	399622	100.0	2.0	深证公用	1801.4285888671875	sz	index_cn
399623	sz	399623	100.0	2.0	中小基础	7731.66943359375	sz	index_cn
399624	sz	399624	100.0	2.0	中创400	2021.8021240234375	sz	index_cn
399625	sz	399625	100.0	2.0	中创500	1916.6260986328125	sz	index_cn
399626	sz	399626	100.0	2.0	中创成长	1537.91748046875	sz	index_cn
399627	sz	399627	100.0	2.0	中创价值	2136.713134765625	sz	index_cn
399628	sz	399628	100.0	2.0	700成长	1891.1505126953125	sz	index_cn
399629	sz	399629	100.0	2.0	700价值	2501.552490234375	sz	index_cn
399630	sz	399630	100.0	2.0	1000成长	1413.5992431640625	sz	index_cn
399631	sz	399631	100.0	2.0	1000价值	2046.8714599609375	sz	index_cn
399632	sz	399632	100.0	2.0	深100EW	4844.2119140625	sz	index_cn
399633	sz	399633	100.0	2.0	深300EW	5229.12158203125	sz	index_cn
399634	sz	399634	100.0	2.0	中小等权	3579.54638671875	sz	index_cn
399635	sz	399635	100.0	2.0	创业板EW	1714.986083984375	sz	index_cn
399636	sz	399636	100.0	2.0	深证装备	4748.7265625	sz	index_cn
399637	sz	399637	100.0	2.0	深证地产	2397.155517578125	sz	index_cn
399638	sz	399638	100.0	2.0	深证环保	6079.13330078125	sz	index_cn
399639	sz	399639	100.0	2.0	深证大宗	1922.6131591796875	sz	index_cn
399640	sz	399640	100.0	2.0	创业基础	2117.680419921875	sz	index_cn
399641	sz	399641	100.0	2.0	深证新兴	2176.083251953125	sz	index_cn
399642	sz	399642	100.0	2.0	中小新兴	1915.1671142578125	sz	index_cn
399643	sz	399643	100.0	2.0	创业新兴	2688.27294921875	sz	index_cn
399644	sz	399644	100.0	2.0	深证时钟	3922.93994140625	sz	index_cn
399645	sz	399645	100.0	2.0	100低波	9510.8974609375	sz	index_cn
399646	sz	399646	100.0	2.0	深消费50	8748.078125	sz	index_cn
399647	sz	399647	100.0	2.0	深医药50	9969.173828125	sz	index_cn
399648	sz	399648	100.0	2.0	深证GDP	10599.8349609375	sz	index_cn
399649	sz	399649	100.0	2.0	中小红利	3095.3203125	sz	index_cn
399650	sz	399650	100.0	2.0	中小治理	2341.261474609375	sz	index_cn
399651	sz	399651	100.0	2.0	中小责任	1725.6160888671875	sz	index_cn
399652	sz	399652	100.0	2.0	中创高新	3305.74072265625	sz	index_cn
399653	sz	399653	100.0	2.0	深证龙头	2649.030029296875	sz	index_cn
399654	sz	399654	100.0	2.0	深证文化	2557.907470703125	sz	index_cn
399655	sz	399655	100.0	2.0	深证绩效	11202.9833984375	sz	index_cn
399656	sz	399656	100.0	2.0	100绩效	6227.55126953125	sz	index_cn
399657	sz	399657	100.0	2.0	300绩效	6283.3583984375	sz	index_cn
399658	sz	399658	100.0	2.0	中小绩效	4159.34326171875	sz	index_cn
399659	sz	399659	100.0	2.0	深成指EW	3900.82861328125	sz	index_cn
399660	sz	399660	100.0	2.0	中创EW	2256.160888671875	sz	index_cn
399661	sz	399661	100.0	2.0	深证低波	5572.6201171875	sz	index_cn
399662	sz	399662	100.0	2.0	深证高贝	1747.975830078125	sz	index_cn
399663	sz	399663	100.0	2.0	中小低波	1843.4466552734375	sz	index_cn
399664	sz	399664	100.0	2.0	中小高贝	1139.796142578125	sz	index_cn
399665	sz	399665	100.0	2.0	中创低波	2044.919921875	sz	index_cn
399666	sz	399666	100.0	2.0	中创高贝	1520.541015625	sz	index_cn
399667	sz	399667	100.0	2.0	创业板G	3421.50537109375	sz	index_cn
399668	sz	399668	100.0	2.0	创业板V	3697.7080078125	sz	index_cn
399669	sz	399669	100.0	2.0	深证农业	10173.912109375	sz	index_cn
399670	sz	399670	100.0	2.0	深周期50	3522.3046875	sz	index_cn
399671	sz	399671	100.0	2.0	深防御50	8369.337890625	sz	index_cn
399672	sz	399672	100.0	2.0	深红利50	4264.41650390625	sz	index_cn
399673	sz	399673	100.0	2.0	创业板50	2153.640380859375	sz	index_cn
399674	sz	399674	100.0	2.0	深A医药	2181.568115234375	sz	index_cn
399675	sz	399675	100.0	2.0	深互联网	3039.826171875	sz	index_cn
399676	sz	399676	100.0	2.0	深医药EW	3388.880615234375	sz	index_cn
399677	sz	399677	100.0	2.0	深互联EW	4390.8740234375	sz	index_cn
399678	sz	399678	100.0	2.0	深次新股	674.7119750976562	sz	index_cn
399679	sz	399679	100.0	2.0	深证200R	4716.3173828125	sz	index_cn
399680	sz	399680	100.0	2.0	深成能源	704.4998168945312	sz	index_cn
399681	sz	399681	100.0	2.0	深成材料	1043.3648681640625	sz	index_cn
399682	sz	399682	100.0	2.0	深成工业	1555.9462890625	sz	index_cn
399683	sz	399683	100.0	2.0	深成可选	1687.8173828125	sz	index_cn
399684	sz	399684	100.0	2.0	深成消费	2655.580078125	sz	index_cn
399685	sz	399685	100.0	2.0	深成医药	2082.134765625	sz	index_cn
399686	sz	399686	100.0	2.0	深成金融	1826.044189453125	sz	index_cn
399687	sz	399687	100.0	2.0	深成信息	2700.090576171875	sz	index_cn
399688	sz	399688	100.0	2.0	深成电信	2012.662841796875	sz	index_cn
399689	sz	399689	100.0	2.0	深成公用	928.77392578125	sz	index_cn
399690	sz	399690	100.0	2.0	中小专利	2527.730712890625	sz	index_cn
399691	sz	399691	100.0	2.0	创业专利	2393.3759765625	sz	index_cn
399692	sz	399692	100.0	2.0	创业低波	3663.732666015625	sz	index_cn
399693	sz	399693	100.0	2.0	安防产业	4266.8203125	sz	index_cn
399694	sz	399694	100.0	2.0	创业高贝	2758.056884765625	sz	index_cn
399695	sz	399695	100.0	2.0	深证节能	2571.30419921875	sz	index_cn
399696	sz	399696	100.0	2.0	深证创投	2770.615966796875	sz	index_cn
399697	sz	399697	100.0	2.0	中关村60	3641.459716796875	sz	index_cn
399698	sz	399698	100.0	2.0	优势成长	35047.11328125	sz	index_cn
399699	sz	399699	100.0	2.0	金融科技	3632.705078125	sz	index_cn
399701	sz	399701	100.0	2.0	深证F60	8137.69189453125	sz	index_cn
399702	sz	399702	100.0	2.0	深证F120	7423.94775390625	sz	index_cn
399703	sz	399703	100.0	2.0	深证F200	7208.36962890625	sz	index_cn
399704	sz	399704	100.0	2.0	深证上游	4678.35205078125	sz	index_cn
399705	sz	399705	100.0	2.0	深证中游	2970.195068359375	sz	index_cn
399706	sz	399706	100.0	2.0	深证下游	6339.51513671875	sz	index_cn
399707	sz	399707	100.0	2.0	CSSW证券	5637.13232421875	sz	index_cn
399802	sz	399802	100.0	2.0	500深市	5248.7802734375	sz	index_cn
399803	sz	399803	100.0	2.0	工业4.0	3953.19970703125	sz	index_cn
399804	sz	399804	100.0	2.0	中证体育	1816.447265625	sz	index_cn
399805	sz	399805	100.0	2.0	互联金融	2750.611572265625	sz	index_cn
399806	sz	399806	100.0	2.0	环境治理	1267.29052734375	sz	index_cn
399807	sz	399807	100.0	2.0	高铁产业	1374.40673828125	sz	index_cn
399808	sz	399808	100.0	2.0	中证新能	2833.06689453125	sz	index_cn
399809	sz	399809	100.0	2.0	保险主题	1947.6820068359375	sz	index_cn
399810	sz	399810	100.0	2.0	CSSW传媒	2896.33203125	sz	index_cn
399811	sz	399811	100.0	2.0	CSSW电子	3107.102294921875	sz	index_cn
399812	sz	399812	100.0	2.0	养老产业	6520.45556640625	sz	index_cn
399813	sz	399813	100.0	2.0	中证国安	5795.17236328125	sz	index_cn
399814	sz	399814	100.0	2.0	大农业	1160.9788818359375	sz	index_cn
399901	sz	399901	100.0	2.0	小康指数	5603.537109375	sz	index_cn
399903	sz	399903	100.0	2.0	中证100	3843.599853515625	sz	index_cn
399905	sz	399905	100.0	2.0	中证 500	6088.2431640625	sz	index_cn
399913	sz	399913	100.0	2.0	300 医药	9662.5263671875	sz	index_cn
399914	sz	399914	100.0	2.0	300 金融	5562.2158203125	sz	index_cn
399928	sz	399928	100.0	2.0	中证能源	2533.642822265625	sz	index_cn
399932	sz	399932	100.0	2.0	中证消费	20386.54296875	sz	index_cn
399933	sz	399933	100.0	2.0	中证医药	9469.583984375	sz	index_cn
399934	sz	399934	100.0	2.0	中证金融	5267.5888671875	sz	index_cn
399935	sz	399935	100.0	2.0	中证信息	4323.6845703125	sz	index_cn
399959	sz	399959	100.0	2.0	军工指数	1524.369384765625	sz	index_cn
399965	sz	399965	100.0	2.0	800地产	4084.244140625	sz	index_cn
399966	sz	399966	100.0	2.0	800非银	5469.4091796875	sz	index_cn
399967	sz	399967	100.0	2.0	中证军工	10999.6552734375	sz	index_cn
399970	sz	399970	100.0	2.0	移动互联	3155.06396484375	sz	index_cn
399971	sz	399971	100.0	2.0	中证传媒	1263.9095458984375	sz	index_cn
399972	sz	399972	100.0	2.0	300深市	4939.017578125	sz	index_cn
399973	sz	399973	100.0	2.0	中证国防	1613.713134765625	sz	index_cn
399974	sz	399974	100.0	2.0	国企改革	1759.862060546875	sz	index_cn
399975	sz	399975	100.0	2.0	证券公司	738.3090209960938	sz	index_cn
399976	sz	399976	100.0	2.0	CS新能车	3747.538818359375	sz	index_cn
399982	sz	399982	100.0	2.0	500等权	7581.86767578125	sz	index_cn
399983	sz	399983	100.0	2.0	地产等权	4175.6240234375	sz	index_cn
399986	sz	399986	100.0	2.0	中证银行	5881.48046875	sz	index_cn
399987	sz	399987	100.0	2.0	中证酒	8511.802734375	sz	index_cn
399989	sz	399989	100.0	2.0	中证医疗	8738.767578125	sz	index_cn
399990	sz	399990	100.0	2.0	煤炭等权	2701.486572265625	sz	index_cn
399991	sz	399991	100.0	2.0	一带一路	2078.38232421875	sz	index_cn
399992	sz	399992	100.0	2.0	CSWD并购	1695.060791015625	sz	index_cn
399993	sz	399993	100.0	2.0	CSWD生科	3053.135986328125	sz	index_cn
399994	sz	399994	100.0	2.0	信息安全	1688.946044921875	sz	index_cn
399995	sz	399995	100.0	2.0	基建工程	4494.14013671875	sz	index_cn
399996	sz	399996	100.0	2.0	智能家居	2928.00830078125	sz	index_cn
399997	sz	399997	100.0	2.0	中证白酒	15488.6435546875	sz	index_cn
399998	sz	399998	100.0	2.0	中证煤炭	1994.93017578125	sz	index_cn
395000	sz	395000	100.0	2.0	辅助代码	5.877471754111438e-39	sz	index_cn
000001	sz	000001	100.0	2.0	平安银行	1112.0074996948242	sz	stock_cn
000002	sz	000002	100.0	2.0	万 科Ａ	1864.0	sz	stock_cn
